sourceTypeID,roadTypeID,hourID,dayID,hourVMTFraction
11,3,4,2,0.006793280132114887
11,3,4,5,0.006634859833866358
11,3,5,2,0.007218940183520317
11,3,5,5,0.00953998975455761
11,3,6,2,0.010761899873614311
11,3,6,5,0.020055100321769714
11,3,7,2,0.017680000513792038
11,3,7,5,0.04102950170636177
11,3,8,2,0.026875099167227745
11,3,8,5,0.057972200214862823
11,3,9,2,0.03865870088338852
11,3,9,5,0.053471099585294724
11,3,10,2,0.05223890021443367
11,3,10,5,0.05254780128598213
11,3,11,2,0.06317389756441116
11,3,11,5,0.055060699582099915
11,3,12,2,0.06994350254535675
11,3,12,5,0.0576740987598896
11,3,13,2,0.072933197021484375
11,3,13,5,0.05914289876818657
11,3,14,2,0.0731218010187149
11,3,14,5,0.060801900923252106
11,3,15,2,0.0736159011721611
11,3,15,5,0.06529849767684937
11,3,16,2,0.07446079701185226
11,3,16,5,0.07260820269584656
11,3,17,2,0.07421649992465973
11,3,17,5,0.07738170027732849
11,3,18,2,0.07000909745693207
11,3,18,5,0.0754816010594368
11,3,19,2,0.061403799802064896
11,3,19,5,0.058705899864435196
11,3,20,2,0.050504300743341446
11,3,20,5,0.043986398726701736
11,3,21,2,0.0412072017788887
11,3,21,5,0.03573089838027954
11,3,22,2,0.03363730013370514
11,3,22,5,0.03074279986321926
11,3,23,2,0.026224300265312195
11,3,23,5,0.02385210059583187
11,3,24,2,0.019166599959135056
11,3,24,5,0.017317699268460274
11,4,1,2,0.021473899483680725
11,4,1,5,0.009862110018730164
11,4,2,2,0.014442799612879753
11,4,2,5,0.006272479891777039
11,4,3,2,0.010968400165438652
11,4,3,5,0.005057670176029205
11,4,4,2,0.007494510151445866
11,4,4,5,0.004666860215365887
11,4,5,2,0.006838549859821796
11,4,5,5,0.00699468981474638
11,4,6,2,0.010358800180256367
11,4,6,5,0.018494000658392906
11,4,7,2,0.018430400639772415
11,4,7,5,0.04595649987459183
11,4,8,2,0.02681170031428337
11,4,8,5,0.06964439898729324
11,4,9,2,0.036385200917720795
11,4,9,5,0.06082789972424507
11,4,10,2,0.04754069820046425
11,4,10,5,0.050286199897527695
11,4,11,2,0.05746639892458916
11,4,11,5,0.049935098737478256
11,4,12,2,0.06507860124111176
11,4,12,5,0.05436540022492409
11,4,13,2,0.07132279872894287
11,4,13,5,0.05764620006084442
11,4,14,2,0.07149170339107513
11,4,14,5,0.058031901717185974
11,4,15,2,0.0717225968837738
11,4,15,5,0.06225540116429329
11,4,16,2,0.07200609892606735
11,4,16,5,0.07100489735603333
11,4,17,2,0.07114870101213455
11,4,17,5,0.07697249948978424
11,4,18,2,0.06788740307092667
11,4,18,5,0.07743199914693832
11,4,19,2,0.06177179887890816
11,4,19,5,0.059783000499010086
11,4,20,2,0.05168820172548294
11,4,20,5,0.04439229890704155
11,4,21,2,0.042865801602602005
11,4,21,5,0.03544579818844795
11,4,22,2,0.03803019970655441
11,4,22,5,0.03182400017976761
11,4,23,2,0.032207198441028595
11,4,23,5,0.024941900745034218
11,4,24,2,0.024567700922489166
11,4,24,5,0.017906799912452698
11,5,1,2,0.021473899483680725
11,5,1,5,0.009862110018730164
11,5,2,2,0.014442799612879753
11,5,2,5,0.006272479891777039
11,5,3,2,0.010968400165438652
11,5,3,5,0.005057670176029205
11,5,4,2,0.007494510151445866
11,5,4,5,0.004666860215365887
11,5,5,2,0.006838549859821796
11,5,5,5,0.00699468981474638
11,5,6,2,0.010358800180256367
11,5,6,5,0.018494000658392906
11,5,7,2,0.018430400639772415
11,5,7,5,0.04595649987459183
11,5,8,2,0.02681170031428337
11,5,8,5,0.06964439898729324
11,5,9,2,0.036385200917720795
11,5,9,5,0.06082789972424507
11,5,10,2,0.04754069820046425
11,5,10,5,0.050286199897527695
11,5,11,2,0.05746639892458916
11,5,11,5,0.049935098737478256
11,5,12,2,0.06507860124111176
11,5,12,5,0.05436540022492409
11,5,13,2,0.07132279872894287
11,5,13,5,0.05764620006084442
11,5,14,2,0.07149170339107513
11,5,14,5,0.058031901717185974
11,5,15,2,0.0717225968837738
11,5,15,5,0.06225540116429329
11,5,16,2,0.07200609892606735
11,5,16,5,0.07100489735603333
11,5,17,2,0.07114870101213455
11,5,17,5,0.07697249948978424
11,5,18,2,0.06788740307092667
11,5,18,5,0.07743199914693832
11,5,19,2,0.06177179887890816
11,5,19,5,0.059783000499010086
11,5,20,2,0.05168820172548294
11,5,20,5,0.04439229890704155
11,5,21,2,0.042865801602602005
11,5,21,5,0.03544579818844795
11,5,22,2,0.03803019970655441
11,5,22,5,0.03182400017976761
11,5,23,2,0.032207198441028595
11,5,23,5,0.024941900745034218
11,5,24,2,0.024567700922489166
11,5,24,5,0.017906799912452698
21,1,1,2,0.021473899483680725
21,1,1,5,0.009862110018730164
21,1,2,2,0.014442799612879753
21,1,2,5,0.006272479891777039
21,1,3,2,0.010968400165438652
21,1,3,5,0.005057670176029205
21,1,4,2,0.007494510151445866
21,1,4,5,0.004666860215365887
21,1,5,2,0.006838549859821796
21,1,5,5,0.00699468981474638
21,1,6,2,0.010358800180256367
21,1,6,5,0.018494000658392906
21,1,7,2,0.018430400639772415
21,1,7,5,0.04595649987459183
21,1,8,2,0.02681170031428337
21,1,8,5,0.06964439898729324
21,1,9,2,0.036385200917720795
21,1,9,5,0.06082789972424507
21,1,10,2,0.04754069820046425
21,1,10,5,0.050286199897527695
21,1,11,2,0.05746639892458916
21,1,11,5,0.049935098737478256
21,1,12,2,0.06507860124111176
21,1,12,5,0.05436540022492409
21,1,13,2,0.07132279872894287
21,1,13,5,0.05764620006084442
21,1,14,2,0.07149170339107513
21,1,14,5,0.058031901717185974
21,1,15,2,0.0717225968837738
21,1,15,5,0.06225540116429329
21,1,16,2,0.07200609892606735
21,1,16,5,0.07100489735603333
21,1,17,2,0.07114870101213455
21,1,17,5,0.07697249948978424
21,1,18,2,0.06788740307092667
21,1,18,5,0.07743199914693832
21,1,19,2,0.06177179887890816
21,1,19,5,0.059783000499010086
21,1,20,2,0.05168820172548294
21,1,20,5,0.04439229890704155
21,1,21,2,0.042865801602602005
21,1,21,5,0.03544579818844795
21,1,22,2,0.03803019970655441
21,1,22,5,0.03182400017976761
21,1,23,2,0.032207198441028595
21,1,23,5,0.024941900745034218
21,1,24,2,0.024567700922489166
21,1,24,5,0.017906799912452698
21,2,1,2,0.016421299427747726
21,2,1,5,0.010774100199341774
21,2,2,2,0.011192100122570992
21,2,2,5,0.007643760181963444
21,2,3,2,0.008541500195860863
21,2,3,5,0.006546409800648689
21,2,4,2,0.006793280132114887
21,2,4,5,0.006634859833866358
21,2,5,2,0.007218940183520317
21,2,5,5,0.00953998975455761
21,2,6,2,0.010761899873614311
21,2,6,5,0.020055100321769714
21,2,7,2,0.017680000513792038
21,2,7,5,0.04102950170636177
21,2,8,2,0.026875099167227745
21,2,8,5,0.057972200214862823
21,2,9,2,0.03865870088338852
21,2,9,5,0.053471099585294724
21,2,10,2,0.05223890021443367
21,2,10,5,0.05254780128598213
21,2,11,2,0.06317389756441116
21,2,11,5,0.055060699582099915
21,2,12,2,0.06994350254535675
21,2,12,5,0.0576740987598896
21,2,13,2,0.072933197021484375
21,2,13,5,0.05914289876818657
21,2,14,2,0.0731218010187149
21,2,14,5,0.060801900923252106
21,2,15,2,0.0736159011721611
21,2,15,5,0.06529849767684937
21,2,16,2,0.07446079701185226
21,2,16,5,0.07260820269584656
21,2,17,2,0.07421649992465973
21,2,17,5,0.07738170027732849
21,2,18,2,0.07000909745693207
21,2,18,5,0.0754816010594368
21,2,19,2,0.061403799802064896
21,2,19,5,0.058705899864435196
21,2,20,2,0.050504300743341446
21,2,20,5,0.043986398726701736
21,2,21,2,0.0412072017788887
21,2,21,5,0.03573089838027954
21,2,22,2,0.03363730013370514
21,2,22,5,0.03074279986321926
21,2,23,2,0.026224300265312195
21,2,23,5,0.02385210059583187
21,2,24,2,0.019166599959135056
21,2,24,5,0.017317699268460274
21,3,1,2,0.016421299427747726
21,3,1,5,0.010774100199341774
21,3,2,2,0.011192100122570992
21,3,2,5,0.007643760181963444
21,3,3,2,0.008541500195860863
21,3,3,5,0.006546409800648689
21,3,4,2,0.006793280132114887
21,3,4,5,0.006634859833866358
21,3,5,2,0.007218940183520317
21,3,5,5,0.00953998975455761
21,3,6,2,0.010761899873614311
21,3,6,5,0.020055100321769714
21,3,7,2,0.017680000513792038
21,3,7,5,0.04102950170636177
21,3,8,2,0.026875099167227745
21,3,8,5,0.057972200214862823
21,3,9,2,0.03865870088338852
21,3,9,5,0.053471099585294724
21,3,10,2,0.05223890021443367
21,3,10,5,0.05254780128598213
21,3,11,2,0.06317389756441116
21,3,11,5,0.055060699582099915
21,3,12,2,0.06994350254535675
21,3,12,5,0.0576740987598896
21,3,13,2,0.072933197021484375
21,3,13,5,0.05914289876818657
21,3,14,2,0.0731218010187149
21,3,14,5,0.060801900923252106
21,3,15,2,0.0736159011721611
21,3,15,5,0.06529849767684937
21,3,16,2,0.07446079701185226
21,3,16,5,0.07260820269584656
21,3,17,2,0.07421649992465973
21,3,17,5,0.07738170027732849
21,3,18,2,0.07000909745693207
21,3,18,5,0.0754816010594368
21,3,19,2,0.061403799802064896
21,3,19,5,0.058705899864435196
21,3,20,2,0.050504300743341446
21,3,20,5,0.043986398726701736
21,3,21,2,0.0412072017788887
21,3,21,5,0.03573089838027954
21,3,22,2,0.03363730013370514
21,3,22,5,0.03074279986321926
21,3,23,2,0.026224300265312195
21,3,23,5,0.02385210059583187
21,3,24,2,0.019166599959135056
21,3,24,5,0.017317699268460274
21,4,1,2,0.021473899483680725
21,4,1,5,0.009862110018730164
21,4,2,2,0.014442799612879753
21,4,2,5,0.006272479891777039
21,4,3,2,0.010968400165438652
21,4,3,5,0.005057670176029205
21,4,4,2,0.007494510151445866
21,4,4,5,0.004666860215365887
21,4,5,2,0.006838549859821796
21,4,5,5,0.00699468981474638
21,4,6,2,0.010358800180256367
21,4,6,5,0.018494000658392906
21,4,7,2,0.018430400639772415
21,4,7,5,0.04595649987459183
21,4,8,2,0.02681170031428337
21,4,8,5,0.06964439898729324
21,4,9,2,0.036385200917720795
21,4,9,5,0.06082789972424507
21,4,10,2,0.04754069820046425
21,4,10,5,0.050286199897527695
21,4,11,2,0.05746639892458916
21,4,11,5,0.049935098737478256
21,4,12,2,0.06507860124111176
21,4,12,5,0.05436540022492409
21,4,13,2,0.07132279872894287
21,4,13,5,0.05764620006084442
21,4,14,2,0.07149170339107513
21,4,14,5,0.058031901717185974
21,4,15,2,0.0717225968837738
21,4,15,5,0.06225540116429329
21,4,16,2,0.07200609892606735
21,4,16,5,0.07100489735603333
21,4,17,2,0.07114870101213455
21,4,17,5,0.07697249948978424
21,4,18,2,0.06788740307092667
21,4,18,5,0.07743199914693832
21,4,19,2,0.06177179887890816
21,4,19,5,0.059783000499010086
21,4,20,2,0.05168820172548294
21,4,20,5,0.04439229890704155
21,4,21,2,0.042865801602602005
21,4,21,5,0.03544579818844795
21,4,22,2,0.03803019970655441
21,4,22,5,0.03182400017976761
21,4,23,2,0.032207198441028595
21,4,23,5,0.024941900745034218
21,4,24,2,0.024567700922489166
21,4,24,5,0.017906799912452698
21,5,1,2,0.021473899483680725
21,5,1,5,0.009862110018730164
21,5,2,2,0.014442799612879753
21,5,2,5,0.006272479891777039
21,5,3,2,0.010968400165438652
21,5,3,5,0.005057670176029205
21,5,4,2,0.007494510151445866
21,5,4,5,0.004666860215365887
21,5,5,2,0.006838549859821796
21,5,5,5,0.00699468981474638
21,5,6,2,0.010358800180256367
21,5,6,5,0.018494000658392906
21,5,7,2,0.018430400639772415
21,5,7,5,0.04595649987459183
21,5,8,2,0.02681170031428337
21,5,8,5,0.06964439898729324
21,5,9,2,0.036385200917720795
21,5,9,5,0.06082789972424507
21,5,10,2,0.04754069820046425
21,5,10,5,0.050286199897527695
21,5,11,2,0.05746639892458916
21,5,11,5,0.049935098737478256
21,5,12,2,0.06507860124111176
21,5,12,5,0.05436540022492409
21,5,13,2,0.07132279872894287
21,5,13,5,0.05764620006084442
21,5,14,2,0.07149170339107513
21,5,14,5,0.058031901717185974
21,5,15,2,0.0717225968837738
21,5,15,5,0.06225540116429329
21,5,16,2,0.07200609892606735
21,5,16,5,0.07100489735603333
21,5,17,2,0.07114870101213455
21,5,17,5,0.07697249948978424
21,5,18,2,0.06788740307092667
21,5,18,5,0.07743199914693832
21,5,19,2,0.06177179887890816
21,5,19,5,0.059783000499010086
21,5,20,2,0.05168820172548294
21,5,20,5,0.04439229890704155
21,5,21,2,0.042865801602602005
21,5,21,5,0.03544579818844795
21,5,22,2,0.03803019970655441
21,5,22,5,0.03182400017976761
21,5,23,2,0.032207198441028595
21,5,23,5,0.024941900745034218
21,5,24,2,0.024567700922489166
21,5,24,5,0.017906799912452698
31,1,1,2,0.021473899483680725
31,1,1,5,0.009862110018730164
31,1,2,2,0.014442799612879753
31,1,2,5,0.006272479891777039
31,1,3,2,0.010968400165438652
31,1,3,5,0.005057670176029205
31,1,4,2,0.007494510151445866
31,1,4,5,0.004666860215365887
31,1,5,2,0.006838549859821796
31,1,5,5,0.00699468981474638
31,1,6,2,0.010358800180256367
31,1,6,5,0.018494000658392906
31,1,7,2,0.018430400639772415
31,1,7,5,0.04595649987459183
31,1,8,2,0.02681170031428337
31,1,8,5,0.06964439898729324
31,1,9,2,0.036385200917720795
31,1,9,5,0.06082789972424507
31,1,10,2,0.04754069820046425
31,1,10,5,0.050286199897527695
31,1,11,2,0.05746639892458916
31,1,11,5,0.049935098737478256
31,1,12,2,0.06507860124111176
31,1,12,5,0.05436540022492409
31,1,13,2,0.07132279872894287
31,1,13,5,0.05764620006084442
31,1,14,2,0.07149170339107513
31,1,14,5,0.058031901717185974
31,1,15,2,0.0717225968837738
31,1,15,5,0.06225540116429329
31,1,16,2,0.07200609892606735
31,1,16,5,0.07100489735603333
31,1,17,2,0.07114870101213455
31,1,17,5,0.07697249948978424
31,1,18,2,0.06788740307092667
31,1,18,5,0.07743199914693832
31,1,19,2,0.06177179887890816
31,1,19,5,0.059783000499010086
31,1,20,2,0.05168820172548294
31,1,20,5,0.04439229890704155
31,1,21,2,0.042865801602602005
31,1,21,5,0.03544579818844795
31,1,22,2,0.03803019970655441
31,1,22,5,0.03182400017976761
31,1,23,2,0.032207198441028595
31,1,23,5,0.024941900745034218
31,1,24,2,0.024567700922489166
31,1,24,5,0.017906799912452698
31,2,1,2,0.016421299427747726
31,2,1,5,0.010774100199341774
31,2,2,2,0.011192100122570992
31,2,2,5,0.007643760181963444
31,2,3,2,0.008541500195860863
31,2,3,5,0.006546409800648689
31,2,4,2,0.006793280132114887
31,2,4,5,0.006634859833866358
31,2,5,2,0.007218940183520317
31,2,5,5,0.00953998975455761
31,2,6,2,0.010761899873614311
31,2,6,5,0.020055100321769714
31,2,7,2,0.017680000513792038
31,2,7,5,0.04102950170636177
31,2,8,2,0.026875099167227745
31,2,8,5,0.057972200214862823
31,2,9,2,0.03865870088338852
31,2,9,5,0.053471099585294724
31,2,10,2,0.05223890021443367
31,2,10,5,0.05254780128598213
31,2,11,2,0.06317389756441116
31,2,11,5,0.055060699582099915
31,2,12,2,0.06994350254535675
31,2,12,5,0.0576740987598896
31,2,13,2,0.072933197021484375
31,2,13,5,0.05914289876818657
31,2,14,2,0.0731218010187149
31,2,14,5,0.060801900923252106
31,2,15,2,0.0736159011721611
31,2,15,5,0.06529849767684937
31,2,16,2,0.07446079701185226
31,2,16,5,0.07260820269584656
31,2,17,2,0.07421649992465973
31,2,17,5,0.07738170027732849
31,2,18,2,0.07000909745693207
31,2,18,5,0.0754816010594368
31,2,19,2,0.061403799802064896
31,2,19,5,0.058705899864435196
31,2,20,2,0.050504300743341446
31,2,20,5,0.043986398726701736
31,2,21,2,0.0412072017788887
31,2,21,5,0.03573089838027954
31,2,22,2,0.03363730013370514
31,2,22,5,0.03074279986321926
31,2,23,2,0.026224300265312195
31,2,23,5,0.02385210059583187
31,2,24,2,0.019166599959135056
31,2,24,5,0.017317699268460274
31,3,1,2,0.016421299427747726
31,3,1,5,0.010774100199341774
31,3,2,2,0.011192100122570992
31,3,2,5,0.007643760181963444
31,3,3,2,0.008541500195860863
31,3,3,5,0.006546409800648689
31,3,4,2,0.006793280132114887
31,3,4,5,0.006634859833866358
31,3,5,2,0.007218940183520317
31,3,5,5,0.00953998975455761
31,3,6,2,0.010761899873614311
31,3,6,5,0.020055100321769714
31,3,7,2,0.017680000513792038
31,3,7,5,0.04102950170636177
31,3,8,2,0.026875099167227745
31,3,8,5,0.057972200214862823
31,3,9,2,0.03865870088338852
31,3,9,5,0.053471099585294724
31,3,10,2,0.05223890021443367
31,3,10,5,0.05254780128598213
31,3,11,2,0.06317389756441116
31,3,11,5,0.055060699582099915
31,3,12,2,0.06994350254535675
31,3,12,5,0.0576740987598896
31,3,13,2,0.072933197021484375
31,3,13,5,0.05914289876818657
31,3,14,2,0.0731218010187149
31,3,14,5,0.060801900923252106
31,3,15,2,0.0736159011721611
31,3,15,5,0.06529849767684937
31,3,16,2,0.07446079701185226
31,3,16,5,0.07260820269584656
31,3,17,2,0.07421649992465973
31,3,17,5,0.07738170027732849
31,3,18,2,0.07000909745693207
31,3,18,5,0.0754816010594368
31,3,19,2,0.061403799802064896
31,3,19,5,0.058705899864435196
31,3,20,2,0.050504300743341446
31,3,20,5,0.043986398726701736
31,3,21,2,0.0412072017788887
31,3,21,5,0.03573089838027954
31,3,22,2,0.03363730013370514
31,3,22,5,0.03074279986321926
31,3,23,2,0.026224300265312195
31,3,23,5,0.02385210059583187
31,3,24,2,0.019166599959135056
31,3,24,5,0.017317699268460274
31,4,1,2,0.021473899483680725
31,4,1,5,0.009862110018730164
31,4,2,2,0.014442799612879753
31,4,2,5,0.006272479891777039
31,4,3,2,0.010968400165438652
31,4,3,5,0.005057670176029205
31,4,4,2,0.007494510151445866
31,4,4,5,0.004666860215365887
31,4,5,2,0.006838549859821796
31,4,5,5,0.00699468981474638
31,4,6,2,0.010358800180256367
31,4,6,5,0.018494000658392906
31,4,7,2,0.018430400639772415
31,4,7,5,0.04595649987459183
31,4,8,2,0.02681170031428337
31,4,8,5,0.06964439898729324
31,4,9,2,0.036385200917720795
31,4,9,5,0.06082789972424507
31,4,10,2,0.04754069820046425
31,4,10,5,0.050286199897527695
31,4,11,2,0.05746639892458916
31,4,11,5,0.049935098737478256
31,4,12,2,0.06507860124111176
31,4,12,5,0.05436540022492409
31,4,13,2,0.07132279872894287
31,4,13,5,0.05764620006084442
31,4,14,2,0.07149170339107513
31,4,14,5,0.058031901717185974
31,4,15,2,0.0717225968837738
31,4,15,5,0.06225540116429329
31,4,16,2,0.07200609892606735
31,4,16,5,0.07100489735603333
31,4,17,2,0.07114870101213455
31,4,17,5,0.07697249948978424
31,4,18,2,0.06788740307092667
31,4,18,5,0.07743199914693832
31,4,19,2,0.06177179887890816
31,4,19,5,0.059783000499010086
31,4,20,2,0.05168820172548294
31,4,20,5,0.04439229890704155
31,4,21,2,0.042865801602602005
31,4,21,5,0.03544579818844795
31,4,22,2,0.03803019970655441
31,4,22,5,0.03182400017976761
31,4,23,2,0.032207198441028595
31,4,23,5,0.024941900745034218
31,4,24,2,0.024567700922489166
31,4,24,5,0.017906799912452698
31,5,1,2,0.021473899483680725
31,5,1,5,0.009862110018730164
31,5,2,2,0.014442799612879753
31,5,2,5,0.006272479891777039
31,5,3,2,0.010968400165438652
31,5,3,5,0.005057670176029205
31,5,4,2,0.007494510151445866
31,5,4,5,0.004666860215365887
31,5,5,2,0.006838549859821796
31,5,5,5,0.00699468981474638
31,5,6,2,0.010358800180256367
31,5,6,5,0.018494000658392906
31,5,7,2,0.018430400639772415
31,5,7,5,0.04595649987459183
31,5,8,2,0.02681170031428337
31,5,8,5,0.06964439898729324
31,5,9,2,0.036385200917720795
31,5,9,5,0.06082789972424507
31,5,10,2,0.04754069820046425
31,5,10,5,0.050286199897527695
31,5,11,2,0.05746639892458916
31,5,11,5,0.049935098737478256
31,5,12,2,0.06507860124111176
31,5,12,5,0.05436540022492409
31,5,13,2,0.07132279872894287
31,5,13,5,0.05764620006084442
31,5,14,2,0.07149170339107513
31,5,14,5,0.058031901717185974
31,5,15,2,0.0717225968837738
31,5,15,5,0.06225540116429329
31,5,16,2,0.07200609892606735
31,5,16,5,0.07100489735603333
31,5,17,2,0.07114870101213455
31,5,17,5,0.07697249948978424
31,5,18,2,0.06788740307092667
31,5,18,5,0.07743199914693832
31,5,19,2,0.06177179887890816
31,5,19,5,0.059783000499010086
31,5,20,2,0.05168820172548294
31,5,20,5,0.04439229890704155
31,5,21,2,0.042865801602602005
31,5,21,5,0.03544579818844795
31,5,22,2,0.03803019970655441
31,5,22,5,0.03182400017976761
31,5,23,2,0.032207198441028595
31,5,23,5,0.024941900745034218
31,5,24,2,0.024567700922489166
31,5,24,5,0.017906799912452698
32,1,1,2,0.021473899483680725
32,1,1,5,0.009862110018730164
32,1,2,2,0.014442799612879753
32,1,2,5,0.006272479891777039
32,1,3,2,0.010968400165438652
32,1,3,5,0.005057670176029205
32,1,4,2,0.007494510151445866
32,1,4,5,0.004666860215365887
32,1,5,2,0.006838549859821796
32,1,5,5,0.00699468981474638
32,1,6,2,0.010358800180256367
32,1,6,5,0.018494000658392906
32,1,7,2,0.018430400639772415
32,1,7,5,0.04595649987459183
32,1,8,2,0.02681170031428337
32,1,8,5,0.06964439898729324
32,1,9,2,0.036385200917720795
32,1,9,5,0.06082789972424507
32,1,10,2,0.04754069820046425
32,1,10,5,0.050286199897527695
32,1,11,2,0.05746639892458916
32,1,11,5,0.049935098737478256
32,1,12,2,0.06507860124111176
32,1,12,5,0.05436540022492409
32,1,13,2,0.07132279872894287
32,1,13,5,0.05764620006084442
32,1,14,2,0.07149170339107513
32,1,14,5,0.058031901717185974
32,1,15,2,0.0717225968837738
32,1,15,5,0.06225540116429329
32,1,16,2,0.07200609892606735
32,1,16,5,0.07100489735603333
32,1,17,2,0.07114870101213455
32,1,17,5,0.07697249948978424
32,1,18,2,0.06788740307092667
32,1,18,5,0.07743199914693832
32,1,19,2,0.06177179887890816
32,1,19,5,0.059783000499010086
32,1,20,2,0.05168820172548294
32,1,20,5,0.04439229890704155
32,1,21,2,0.042865801602602005
32,1,21,5,0.03544579818844795
32,1,22,2,0.03803019970655441
32,1,22,5,0.03182400017976761
32,1,23,2,0.032207198441028595
32,1,23,5,0.024941900745034218
32,1,24,2,0.024567700922489166
32,1,24,5,0.017906799912452698
32,2,1,2,0.016421299427747726
32,2,1,5,0.010774100199341774
32,2,2,2,0.011192100122570992
32,2,2,5,0.007643760181963444
32,2,3,2,0.008541500195860863
32,2,3,5,0.006546409800648689
32,2,4,2,0.006793280132114887
32,2,4,5,0.006634859833866358
32,2,5,2,0.007218940183520317
32,2,5,5,0.00953998975455761
32,2,6,2,0.010761899873614311
32,2,6,5,0.020055100321769714
32,2,7,2,0.017680000513792038
32,2,7,5,0.04102950170636177
32,2,8,2,0.026875099167227745
32,2,8,5,0.057972200214862823
32,2,9,2,0.03865870088338852
32,2,9,5,0.053471099585294724
32,2,10,2,0.05223890021443367
32,2,10,5,0.05254780128598213
32,2,11,2,0.06317389756441116
32,2,11,5,0.055060699582099915
32,2,12,2,0.06994350254535675
32,2,12,5,0.0576740987598896
32,2,13,2,0.072933197021484375
32,2,13,5,0.05914289876818657
32,2,14,2,0.0731218010187149
32,2,14,5,0.060801900923252106
32,2,15,2,0.0736159011721611
32,2,15,5,0.06529849767684937
32,2,16,2,0.07446079701185226
32,2,16,5,0.07260820269584656
32,2,17,2,0.07421649992465973
32,2,17,5,0.07738170027732849
32,2,18,2,0.07000909745693207
32,2,18,5,0.0754816010594368
32,2,19,2,0.061403799802064896
32,2,19,5,0.058705899864435196
32,2,20,2,0.050504300743341446
32,2,20,5,0.043986398726701736
32,2,21,2,0.0412072017788887
32,2,21,5,0.03573089838027954
32,2,22,2,0.03363730013370514
32,2,22,5,0.03074279986321926
32,2,23,2,0.026224300265312195
32,2,23,5,0.02385210059583187
32,2,24,2,0.019166599959135056
32,2,24,5,0.017317699268460274
32,3,1,2,0.016421299427747726
32,3,1,5,0.010774100199341774
32,3,2,2,0.011192100122570992
